YEAR (start),Date Duration,OperationName,Unit(s) – Description,Location,VC–NVAKIA's,Allied KIA's
1969,Mar 29 – Jun 23,Operation Montana Scout[21],"1st Cavalry Divisionoperation along the southern frontier of War Zone ""C""",Tây Ninh Province,"1,570",284
1969,Mar 31 - May 29,Operation Oklahoma Hills[22],7th Marinesclear and search operation,36 km southwest ofDa Nang,596,53
1969,Apr – May 70,Operation Sea Tiger[2],"US NavySwift Boats, River Division 543 PBRs, Vietnamese Coastal Group 14 junks, and River Assault Group 32 operation to clear and keep open theCua Dai Riverfor commercial and fishing activities",Cua Dai River,,
1969,Apr 2 – 10,Operation Overland[3],"9th Battalion, Royal Australian Regimentreconnaissance in force operation","borders ofBiên Hòa Province,Long Khánh ProvinceandPhước Tuy Province",,
1969,Apr 3 – 7,Operation Hancock Knight III[1],"3rd Battalion,506th Airborne Infantry Regimentclear and search operation",Lâm Đồng Province,,
1969,Apr 6 – 20,Operation Muskogee Meadows[1][23],"1st Battalion, 5th Marines,2nd Battalion, 5th Marinesand3rd Battalion, 5th Marinesclear and search operation",Quảng Nam Province,162,16
1969,Apr 7 – 15,Operation Ellis Ravine[1],"1st Brigade,5th Infantry Divisionclear and search operation","Ba LongValley,Quảng Trị Province",,
1969,Apr 10,Operation Atlas Power[1],1st Infantry Divisionsecurity operation,nearSaigon,,
1969,Apr 11 – 15,Operation Overlander[3],"9th Battalion, Royal Australian Regimentreconnaissance in force operation",Biên Hòa Province,,
1969,Apr 12 – 18,Operation Deerstalk[3],"5th Battalion, Royal Australian Regimentambush and reconnaissance operations",west ofNui Dat,1,
1969,Apr 12 – May 2,Operation Surfside[3],"5th Battalion, Royal Australian Regimentreconnaissance in force operation against theVC D445 Battalion","Ho Tram Capesouth ofXuyên Mộc,Phước Tuy Province",3,
1969,Apr 12 – May 14,Operation Montana Raider[24],1st Cavalry Divisionand11th Armored Cavalry Regimentoperations fromDầu TiếngtoQuan Loion a series of coordinated search operations designed to destroy the NVA support and supply facilities alongRoute 13,Tây Ninh Province,358,
1969,Apr 13 – 19,Operation Beaver Dam[1][3],"5th Battalion, Royal Australian Regimentsecurity for land-clearing operation",Phước Tuy Province,,
1969,Apr 13 – Oct 18,Operation Wayne Javelin[1],"1st, 2nd & 3rd Battalions,8th Infantry Regiment, 3rd Battalion,12th Infantry Regiment, 1st Battalion,69th Armor Regiment, 2nd Squadron,1st Cavalry Regimentand 1st Squadron,10th Cavalry Regimentclear and search operation",Bình ĐịnhandPleiku Provinces,,
1969,Apr 14 – 27,Operation Greene Orange[1],"2nd Battalion,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Apr 15 – Jan 1 1971,Operation Washington Green[13],173rd Airborne Brigadepacification operation,"An Lao Valley,Bình Định Province","1,957",64
1969,Apr 17 – May 1,Operation Greene Typhoon[1],"1st Battalion,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Apr 17 – May 1,Operation Stafford[1][3],"4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation",Phước Tuy Province,,
1969,Apr 18 – Dec 31,Operation Dan Thang 69[1],ARVN 22nd Divisionoperation,Bình Định Province,507,
1969,Apr 18 – Dec 31,Operation Dan Tien 33D[1],ARVN 23rd Regiment operation,Quang Duc Province,746,
1969,Apr 21 – 22,Operation Greene Lion[1],"1st and 2nd Battalions,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Apr 22 – Jun 20,Operation Lam Son 277[13],2nd ARVN Regiment operation,Quảng Trị Province,541,
1969,Apr 22 – Sep 22,Operation Putnam Tiger[13],"2nd and 3rd Battalions,8th Infantry Regiment, 1st and 3rd Battalions,12th Infantry Regiment, 1st Battalion,22nd Infantry Regimentand 2nd Battalion,35th Infantry Regimentoperation",Kon TumandPleiku Provinces,563,435
1969,Apr 23 – Jun 15,Operation Massachusetts Bay[25],"1st Brigade,5th Infantry Divisionpatrolling and ambushes provided security and denied access to rice producing area to NVA and VC",Base Area 101 and the districts ofQuảng Trị Province,,
1969,Apr 24 – May 15,Operation Bristol Boots[1],"1st Brigade,101st Airborne Divisionoperation","Ruong Ruong Valley,Thừa ThiênandQuảng Nam Provinces",,
1969,Apr 30 – May 14,Operation Greene Queen II[1],"3rd Brigade,4th Infantry Divisionclear and search operation",Darlac Province,,
1969,May 1 – 31,Operation Mailed Fist[1][3],"B Squadron,1st Armoured Regimentpacification and reconnaissance operation",Duc Thanh District,,
1969,May 1 – Jun 7,Operation Virginia Ridge[1][26],"1st Battalion, 3rd Marines,2nd Battalion, 3rd Marines,3rd Battalion, 3rd Marines,1st Battalion, 12th Marinesand 1st Brigade,5th Infantry Divisionclear and search operation",DMZ,560,
1969,May 2 – 5,Operation Greene Orange II[1],"1st Battalion,14th Infantry Regimentand 1st Battalion,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,May 2 – 13,Operation Twickenham I[3],"5th Battalion, Royal Australian Regimentambush operations",aroundNui Thi Vai Mountain,10,
1969,May 5 – 20,Operation Daring Rebel[27],"2nd ARVN Division,ROK 2nd Marine Brigade, U.S. forces operation mounted to seek out and destroy Vietcong rest camps","Barrier Island, 24 km south ofDa Nang",105,2
1969,May 5 – Jun 21,Operation Greene Typhoon II[1],"1st Battalion,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,May 5 – Aug 4,Operation Greene Orange III[1],"1st Battalion,14th Infantry Regimentclear and search operation",Pleiku Province,,
1969,May 8 – Jun 15,Operation Reynella[1][3],"9th Battalion, Royal Australian Regimentpacification operation",Phước Tuy Province,,
1969,May 8 – Jul 17,Operation Herkimer Mountain[1][28],"1st Battalion, 4th Marines,2nd Battalion, 4th Marines,3rd Battalion, 4th Marines,1st Battalion, 9th Marines,2nd Battalion, 9th Marinesand3rd Battalion, 9th Marinesclear and search operation",Quảng Tri Province,,
1969,May 10 – Jun 7,Operation Apache Snow[29][30],9th Marinesand101st Airborne Divisionoperation,"A Shau Valley,Thừa Thiên Province",977,54
1969,May 13 – 22,Operation Roadside[3],"5th Battalion, Royal Australian Regimentreconnaissance operations to prevent attacks by VC 5th Division onLong Binhbase",Xuan Loc,,1
1969,May 15 – Jun 7,Operation Dan Quyen 38-A[1],ARVN 42nd Regiment and22nd Ranger Groupoperation,Ben Het–Đắk Tôregion ofII Corps,945,
1969,May 15 – Jun 21,Operation Greene Basket[1],"3rd Brigade,4th Infantry Divisionclear and search operation",Pleiku Province,,
1969,May 16 – Aug 13,Operation Lamar Plain[1],"23rd Infantry Division, 1st Brigade,101st Airborne DivisionandARVN 1st Divisionoperation","southwest ofTam Ky,Quảng Tín Province",524,478
1969,May 18 – Jun 30,Operation Greene Gallop[1],"3rd Brigade,4th Infantry Divisionand 1st Squadron,10th Cavalry Regimentclear and search operation",Pleiku Province,,
1969,May 22 – Jun 1,Operation Twickenham II[3],"5th Battalion, Royal Australian Regimentsearch and destroy operations",aroundNui Thi Vai MountainandNui Dinh,,
1969,May 24 – Jun 24,Operation Irish[1],"3rd Brigade,4th Infantry Divisionsearch and destroy operation",,,
1969,May 25 – Jun 23,Operation Cameron Falls[1][31],"2nd Battalion, 9th Marinesand3rd Battalion, 9th Marinesoperation","southwest ofCa Lu,Quảng Trị Province",,
1969,May 26 – Nov 7,Operation Pipestone Canyon[1][32],"1st Battalion, 1st Marines,2nd Battalion, 1st Marines,3rd Battalion, 5th Marines, 1st Battalion,26th MarinesandROK 2nd Marine Brigadeclear and search operation","13 km west ofHội An,Qung Nam Province",852,71
1969,May 30 – Jul 1,Operation Lavarack[3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operations",north ofNui Dat,102,3
1969,Jun – Jul,Operation Esso[3],"5th Battalion, Royal Australian Regimentsecurity operations",Đất ĐỏDistrict,,7
1969,Jun 6 – 8,Operation Hammer[3],"5th Battalion, Royal Australian Regimentoperations against the NVA 1st Battalion, 33rd Regiment",Bình Bavillage,107,1
1969,Jun 7 – 8,Operation Tong[3],"5th Battalion, Royal Australian Regimentoperations against the VCChâu Đức DistrictUnit Company",Hoa Longvillage,,
1969,Jun 8 – Aug 15,Operation Montgomery Rendezvous[33],"3rd Brigade,101st Airborne Divisionclear and search operation","A Shau Valley,Thừa Thiên Province",393,70
1969,Jun 12 – Jul 9,Operation Utah Mesa[34],"1st Battalion, 9th Marines,2nd Battalion, 9th Marines, 1st Brigade,5th Infantry DivisionandARVN 1st Divisionclear and search operation","vicinity ofKhe Sanh,Quảng Trị Province",309,
1969,Jun 15 – Sep 25,Operation Iroquois Grove[1][35],"1st Brigade,5th Infantry Divisionand2nd Battalion, 5th Marinesclear and search operation to protect civilians and assist in accelerated pacification program",NVA Base Area 101 southeast ofQuảng TrịCity,134,13
1969,Jun 21 – Aug 5,Operation Green Ax[1],"1st and 2nd Battalions,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Jun 22 – Jan 31 1970,Operation Kentucky Cougar[1],3/1 Cavalryand11th Armored Cavalry Regimentoperation,"Binh Long,Gia ĐịnhandTây Ninh Provinces",,
1969,Jun 23 – Jul 1,Operation Tennessee Pride[1],101st Airborne Divisionclear and search operation,Thừa Thiên Province,,
1969,Jun 26,Operation Sea Float/Solid Anchor/Tran Hung Dao III[36],"Joint US/Vietnamese attempt to inject an allied presence intoAn Xuyen Province, 175 miles southwest ofSaigonto penetrate areas traditionally controlled by the Viet Cong and to extend allied control over the strategicNam Canregion of theCà Mau Peninsula",An Xuyen Province,,
1969,Jun 29 – Aug 30,Operation Keystone Eagle[1],9th Marine Regimentredeployment from South Vietnam to Okinawa,,n/a,n/a
1969,Jun 29 – Jul 17,Operation Matthew[1][3],"9th Battalion, Royal Australian Regimentreconnaissance in force operation",Long Khánh Province,,4
1969,Jun 30 – Jul 3,Operation Forsythe Grove[1][37],"1st Battalion, 5th Marines,2nd Battalion, 5th Marinesand1st Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1969,Jul – Mar 70,Operation Dong Tien[38],1st Infantry Divisionsupport forVietnamizationprogram,,,
1969,Jul 3 – Sep 21,Operation Arlington Canyon[1][39],2nd Battalion 4th Marinesand3rd Battalion 4th Marinesclear and search and security operations,aroundVandegrift Combat Base,23,10
1969,Jul 5,Operation Waiouru[3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) and1st Armoured Regimentroad clearing operation alongRoute 15",betweenBa RiaandPhú Mỹ,,
1969,Jul 12,Operation Williams Glade[28],"1st Battalion, 4th Marinesand 1st Brigade,5th Infantry Divisionsearch and clear operation","betweenMai LocandBa Long,Quảng Trị Province",,
1969,Jul 12 – Aug 15,Operation Campbell Steamer[1],"2nd Brigade,101st Airborne Divisionand 2nd Battalion,502nd Airborne Infantry Regimentclear and search operation",Quảng NamandThừa Thiên Provinces,,
1969,Jul 14 – Aug 15,Operation Mundingburra[1][3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force, ambush, patrolling and village security operation",Đất ĐỏandLong Điền Districts,,10
1969,Jul 15 – 30,Operation Gaffey Base[1],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1969,Jul 15 – 31,Operation Greene Jack[1],"3rd Brigade,4th Infantry Divisionoperation",Pleiku Province,,
1969,Jul 16 – Sep 25,Operation Georgia Tar[1][40],"1st Battalion, 4th Marines,2nd Battalion, 4th Marines,3rd Battalion, 4th Marinesand3rd Battalion, 9th Marinesclear and search operation","northeast ofKhe Sanh,Quảng Trị Province",40,1
1969,Jul 17 – 31,Operation Hat Dich[1][3],"9th Battalion, Royal Australian Regimentreconnaissance in force",Phước Tuy Province,,
1969,Jul 17 – Aug 7,Operation Ginger[1][3],"B Squadron,1st Armoured Regimentpacification operation",Duc Than District,,
1969,Jul 20 – Aug 13,Operation Durham Peak[1][41],"1st Battalion, 1st Marines,2nd Battalion, 1st Marines,2nd Battalion, 5th Marines,3rd Battalion, 5th Marines,2nd Battalion, 11th Marinesand 21st and 37thARVN Ranger Battalionsclear and search operation",Quảng NamandQuảng Tín Provinces,,
1969,Jul 20 – Mar 8 1971,Operation Nantucket Beach[1],198th Infantry BrigadeandARVN 2nd Divisionclear and search operation,"Batangan Peninsula,Quảng Ngãi Province",630,
1969,Jul 21 – 26,Operation Distant Trumpet[3],"5th Battalion, Royal Australian Regimentoperation to locate and engage elements of theVC D445 Battalion",nearXuyen Moc,,
1969,Jul 21 – Sep 21,Operation Strangle[42],1st Infantry Divisionoperation,Bình Dương Province,365,
1969,Jul 21 – Sep 25,Operation Idaho Canyon[43],3rd Marine Regimentoperation,north-centralQuảng Trị Province,565,159
1969,Jul 28,Operation Nutcracker[44],"2nd Brigade,25th Infantry Divisionoperation against VC 268th Regiment",,,
1969,Jul 29,Operation Double Shift[45],105 US and Vietnamese riverine craft were concentrated to protect against enemy threats toTây Ninhcity,Vam Co Dongnorth ofGo Dau Ha,,
1969,Jul 29 – Aug 30,Operation Camden II[3],"5th Battalion, Royal Australian Regimentoperation to protect a land clearing team (US), and conduct reconnaissance in force (RIF) operations to locate and destroy VC main force units in AO (Area Operations) Mindy","betweenRoute 15(Saigon toVũng Tàu),Route 2(Ba RiatoXuyen Moc) andRoute 1",,
1969,Aug 1 – 14,Operation Platypus (1969)[1][3],"B Squadron,1st Armoured Regimentinterdiction of VC movement acrossRoute 15",Phước Tuy Province,,
1969,Aug 4 – Oct 16,Operation Greene Ace[1],"2nd Battalion,8th Infantry Regiment, 1st Battalion,14th Infantry Regiment, 1st and 2nd Battalions,35th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Aug 8 – Sep 28,Operation Cumberland Thunder[1],"1st Brigade,101st Airborne DivisionandARVN 1st Divisionoperation",Thừa Thiên Province,,
1969,Aug 14 – Sep 28,Operation Carolina Blaster[1],"3rd Brigade,101st Airborne Divisionand ARVN 3rd Regiment search and clear operation",A Shau ValleyandĐa Krông ValleyinQuảng TrịandThừa Thiên Provinces,,
1969,Aug 14 – Sep 28,Operation Richland Square[1],"3rd Brigade,101st Airborne Divisionand ARVN 3rd Regiment clear and search operation","A ShauandĐa Krông Vallies,Quảng TrịandThừa Thiên Provinces",,
1969,Aug 15 – Sep 15,Operation Neppabunna[1][3],"9th Battalion, Royal Australian Regimentreconnaissance in force and pacification operation","Đất ĐỏandXuyên Mộc Districts,Phước Tuy Province",,
1969,Aug 15 – Sep 28,Operation Claiborne Chute[1],"2nd Brigade,101st Airborne Divisionclear and search and rice harvest security operation",Quảng TrịandThừa Thiên Provinces,,
1969,Aug 15 – Sep 28,Operation Louisiana Lee[1],"3rd Brigade,101st Airborne DivisionandARVN 1st Divisionoperation",A Shau Valley,,
1969,Aug 18 – Sep 24,Operation Bull Run I[1],5th Special Forces Groupand3rd Mike Forcereconnaissance in force operation,Phước Long Province,,
1969,Aug 25 – Dec 31,Operation Lien Ket 414[1],ARVN 4th Regiment operation,Quảng Ngãi Province,710,
1969,Aug 25 – Dec 31,Operation Lien Ket 531[1],ARVN 5th Regiment operation,Quảng Tín Province,542,
1969,Aug 29 – Sep 30,Operation Burnham[1][3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC),199th Infantry BrigadeandRoyal Thai Army Volunteer Forcereconnaissance and land-clearing operation",Phước Tuy Province,,
1969,Sep 3 – Oct 4,Operation Chieftan[1][3],"B Squadron,1st Armoured Regimentpacification operation",Duc Than District,,
1969,Sep 7,Operation Defiant Stand[1][8],"ROK 2nd Marine Brigadeand 1st Battalion,26th Marinesamphibious assault","Barrier Island, 55 km south ofDa Nang.",,
1969,Sep 10 – Oct 11,Operation Wayne Boulder[1],"1st Battalion,8th Infantry Regimentclear and search operation",Bình Định Province,,
1969,Sep 14 – Oct 15,Operation Kingston[3],"5th Battalion, Royal Australian Regimentoperation to locate and engage elements of theVC D445 Battalion",nearThua Tichvillage,,
1969,Sep 18 – Dec 15,Operation Keystone Cardinal[1],3rd Marine Divisionredeployment from South Vietnam to the United States,,,
1969,Sep 21 – Oct 28,Operation Putnam Cougar[1],"2nd Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1969,Sep 27 – Oct 7,Operation Hancock Flame[1],"3rd Battalion,506th Airborne Infantry Regimentclear and search operation",Bình Thuận Province,,
1969,Sep 28 – Dec 6,Operation Republic Square[1],101st Airborne Divisionclear and search operation,Quảng TrịandThừa Thiên Provinces,,
1969,Sep 29 – Nov 8,Operation Norton Falls[1][46],"3rd Brigade,101st Airborne Divisionoperation to screen the deployment of the4th Marines",Quảng TrịandThừa Thiên Provinces,,
1969,Sep 29 – Dec 31,Operation Quyet Thang 21/38[1],ARVN 32nd Regiment operation,An Xuyen Province,721,
1969,Sep 30 – Oct 31,Operation Jack[3],"9th Battalion, Royal Australian Regimentreconnaissance in force operation",Biên Hòa Province,,
1969,Oct 1 – 5,Operation Darby Trail III[1],4th Infantry Divisionand173rd Airborne Brigadeclear and search operation,Bình Định Province,,
1969,Oct 5 – Dec 4,Operation Saturate[1],101st Airborne Divisionand ARVN 54th Regiment clear and search operation,Thừa Thiên Province,,
1969,Oct 14 – Nov 24,Operation Hartle Green[1],4th Infantry Divisionsecurity operation,Bình ĐịnhandPleiku Provinces,,
1969,Oct 14 – Nov 30,Operation Ross[1][3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) ambush and reconnaissance operation",Phước Tuy Province,,
1969,Oct 16 – Jan 6 1970,Operation Cramer White[1],"1st Squadron,10th Cavalrysecurity operation",alongRoute 14,52,2
1969,Oct 16 – Jan 30 1970,Operation Greene Bear[1],"1st and 2nd Battalions,8th Infantry Regiment, 3rd Battalion,12th Infantry Regiment, 1st Battalion,14th Infantry Regiment, 1st and 2nd Battalions,35th Infantry Regimentand 1st Squadron,10th Cavalry Regimentclear and search operation",Kon TumandPleiku Provinces,,
1969,Oct 18 – Jan 4 1970,Operation Wayne Breaker[1],"1st and 3rd Battalions,8th Infantry Regimentpacification and security operations",Bình ĐịnhandPleiku Provinces,,
1969,Oct 20 – Nov 19,Operation Hodges Black[1],"2nd Battalion,8th Infantry Regimentclear and search operation",Pleiku Province,,
1969,Oct 20 – Nov 20,Operation Greene Bullet[1],"3rd Battalion,12th Infantry Regimentand 1st Battalion,35th Infantry Regimentoperation",Pleiku Province,,
1969,Oct 21 – 24,Operation Cliff Dweller[1],"1st Brigade,25th Infantry Divisionoperation",Nui Ba Den(Black Virgin Mountain) inTây Ninh Province,,
1969,Oct 22,Operation Union Square[1],US operation,Quảng Trị Province,,
1969,Oct 22 – Jan 18 1970,Operation Fulton Square[47],"1st Marine Division,101st Airborne Division,5th Infantry Divisionoperation",Quảng Trị Province,384,
1969,Oct 31 – Dec 12,Operation Kings Cross[3],"5th Battalion, Royal Australian Regimentoperation against theVC 274th Regiment",alongRoute 15,,
1969,Nov 1 – Jan 18 1970,Operation Putnam Wildcat[1],"1st Battalion,12th Infantry Regimentand 1st Battalion,22nd Infantry Regimentclear and search operation",Bình Định Province,,
1969,Nov 1 – Apr 10 1970,Operation Commando Hunt II[48],USAF dry season area interdiction campaign in Laos,,,
1969,Nov 1 – May 1,Operation Toan Thang IV[1][49],"1st Cavalry Division,1st Infantry Division, 3rd Brigade,9th Infantry Divisionand25th Infantry Divisionsearch and destroy operations to prevent NVA/VC movement and operations",III CorpsandIV Corps,,
1969,Nov 11 – Dec 29,Operation Wayne Rock[1],"1st Brigade,4th Infantry Divisionpacification operation",Darlac Province,,
1969,Nov 11 – Dec 30,Operation Spragins White[1],"1st Battalion,14th Infantry Regiment,35th Infantry Regimentand 3rd Battalion,506th Airborne Infantry Regiment",Darlac Province,,
1969,Nov 12 – Dec 28,Operation Dan Tien 40[1],ARVN 23rd Regiment operation,Quang Duc Province,1012,
1969,Nov 14 – 17,Operation Burtrand[1],5th Special Forces Groupand3rd Mike Forcereconnaissance in force operation,Hon TreIsland southeast ofNha Trang,,
1969,Nov 21 – 29,Operation While Away[1],"2nd Battalion,16th Infantry Regimentsecurity operation",Biên Hòa Province,,
1969,Nov 24 – 27,Operation Texas Traveller[1],"3rd Squadron,11th Armored Cavalry Regimentoperation",III Corps,,
1969,Nov 24 – 28,Operation Ransom Raider[1],199th Infantry BrigadeandARVN 18th Divisionclear and search operation,Long Khánh Province,,
1969,Nov 24 – Jan 30 1970,Operation Waldron Blue[1],"2nd Battalion,8th Infantry Regimenthighway security operation",Pleiku Province,,
1969,Nov 28 – Dec 28,Operation Marsden[1][3],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) ambush and reconnaissance operation",Phước Tuy Province,,
1969,Dec 2 – Jan 5 1970,Operation Hughes Black[1],"2nd Battalion,8th Infantry Regimenthighway security operation",Bình Định Province,,
1969,Dec 5 – 26,Operation Long Reach II[1],11th Armored Cavalry Regimentoperation,Bình Long Province,,
1969,Dec 7 – Mar 31 1970,Operation Randolph Glen[1],101st Airborne DivisionandARVN 1st Divisionclear and search operation on edge of populated lowlands,easternThừa Thiên Province,670,
1969,Dec 10 – Jan 10 1970,Operation Atherton[3][50],"8th Battalion, Royal Australian Regimentoperation to drive the elements ofVC 274th Regimentinto the border area, by reconnaissance in force, to ambush locations in the east",along theLong Khánh Province/Phước Tuy Provinceborders,,
1969,Dec 14 – 24,Operation Vintage Rally[1][3],"5th Battalion, Royal Australian Regimentreconnaissance and ambush operations",Phước Tuy Province,,
1969,Dec 22 – 24,Operation Tangle[1][3],"A Squadron,1st Armoured Regimentpacification operation","Duc Thanh District,Phước Tuy Province",,
1969,Dec 27 – Feb 16 1970,Operation Bondi[3],"5th Battalion, Royal Australian Regimentcordon and search","Duc Trung,Bình BaandDuc Myvillages",,
1970,70,Operation Lunch[1],Second phase ofOperation Menu,Cambodia,,
1970,70,Operation Snack[2],Third phase ofOperation Menu,Cambodia,,
1970,70,Operation Dinner[2],Fourth phase ofOperation Menu,Cambodia,,
1970,70,Operation Dessert[2],Fifth phase ofOperation Menu,Cambodia,,
1970,70,Operation Supper[2],Sixth phase ofOperation Menu,Cambodia,,
1970,70–73,Operation Good Luck[3],USAF bombing of NVA andPathet Laoforces,Plain of Jarsin northern Laos,,
1970,Jan 1 – 7,Operation Leopard[3],"A Squadron,1st Armoured Regimentreconnaissance and ambush operation",Duc Thanh District,,
1970,Jan 4 – 11,Operation Cliff Dweller IV[3],"1st Brigade,25th Infantry Divisionoperation","Nui Ba Den(Black Virgin Mountain),Tây Ninh Province",,
1970,Jan 4 - 30,Operation Wayne Thrust[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Jan 5 – 8,Operation Flying Finn[3],"2nd Battalion,5th Cavalry Regimentoperation against the 2nd Battalion, NVA 95C Regiment",Tây Ninh Province,,
1970,Jan 10 – Mar 10,Operation Napier[3][4],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) cordon and search and reconnaissance and ambush operation","Ngãi Giao,Đồng Nai Province",,
1970,Jan 15 – 26,Operation Matilda[3][4],A Squadron1st Armoured Regimentreconnaissance and ambush operations withRegional ForceandPopular Forces,Phước Tuy Province,,
1970,Jan 18 – Feb 7,Operation Putnam Power[3],"1st Battalion,8th Infantry Regiment, 1st Battalion,12th Infantry Regimentand 1st Battalion,22nd Infantry Regimentclear and search operation",Bình Định Province,,
1970,Jan 19 – Mar 15,Operation Bull Run II[3],5th Special Forces Groupand3rd Mike Forcereconnaissance in force operation,Phước Long Province,,
1970,Jan 19 – Jul,Operation Green River[5],"1st Infantry Brigade,5th Infantry Divisionoperation to continue search and clear, reconnaissance in force, search and clear operations, and measures against VC rockets",Quảng Trị Province,400,22
1970,Jan 26 – Feb 14,Operation Keperra[4][6],"8th Battalion, Royal Australian Regimentcordon and search operation of selected hamlets ofXuyen Mocand the village ofNui Nhon, reconnaissance and ambush operation","Nui Dinh mountains, easternPhước Tuy Province",6,
1970,Jan 29 – Apr 30,Operation Fresh Start[3],11th Armored Cavalry Regimentland clearing operation alongRoute 246,Tây Ninh Province,,
1970,Jan 30 – Mar 11,Operation Putnam Shark[3],"1st Battalion,8th Infantry Regiment, 1st Battalion,12th Infantry Regimentand 1st and 2nd Battalions,35th Infantry Regimentclear and search operation",Bình Định Province,,
1970,Jan 30 - Mar 16,Operation Wayne Stab[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Jan 30 – Mar 17,Operation Greene Deuce[3],"3rd Battalion,12th Infantry Regimentand 1st Squadron,10th Cavalry Regimentoperation",Pleiku Province,,
1970,Jan 30 – Apr 16,Operation York Market[7],"1st Brigade5th Infantry Division, 1st Battalion77th ArmorandRegional Forcescombined reconnaissance in force, search and clear, security, rice denial, and saturation ambush patrolling operation","southwest ofRai Truong,Hải Lăng District",20,
1970,Feb 1 – Apr 15,Operation Keystone Blue Jay[3],"1st Infantry Divisionand 3rd Brigade,4th Infantry Divisionredeployment from South Vietnam to the United States",,,
1970,Feb 10 – Mar 9,"Operation Hammersley[4](the Battle for the ""Long Hais"")","8th Battalion, Royal Australian Regimentreconnaissance and ambush operation in the western side of theLong HảiHills to protect quarry operations being undertaken by 17 Construction Squadron, to establishFire Support Base Isaand ambush likely VC routes leading from the hills",Long HảiHills,42,
1970,Feb 10 – Mar 29,Operation Dakota Clint[7],"1st Battalion11th InfantryandRegional Forcesformed integrated infantry companies and recon/killer teams combined reconnaissance in force to ensure security of the villages, night ambush and search and clear operations",Mai Loc,19,2 ARVN
1970,Feb 28 – Mar 10,Operation Gisborne[3][4],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation east ofNui Dat",Phước Tuy Province,,
1970,Mar 1 – Nov 17,Operation Park Silver[3],"1st Squadron,10th Cavalry Regimentand 2nd Battalion503rd Airborne Infantry Regimentsecurity operation. Later redesignatedOperation Hancock Dragon",Pleiku Province,,
1970,Mar 3 – 24,Operation Hamilton[4][8],"8th Battalion, Royal Australian Regimentsearch and destroy operation",Xuyên Mộc District,,
1970,Mar 9 – Apr 7,Operation Finschhafen[3][4],"7th Battalion, Royal Australian Regimentreconnaissance and ambush operation","east ofNui Dat,Phước Tuy Province",,
1970,Mar 11 – 18,Operation Earhart White[3],"1st and 2nd Brigades,4th Infantry Divisionoperation",Bình Định Province,,
1970,Mar 12 – Apr 21,Operation Darby Talon[3],"173rd Airborne Brigadeand 3rd Battalion,503rd Airborne Infantryoperation",Phú Yên Province,,
1970,Mar 20 – Apr 30,Operation Eichelberger Black[3],"1st and 2nd Brigades,4th Infantry Divisionoperation",Bình Định Province,,
1970,Mar 23 - Apr 24,Operation Townsville[4],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation",northeastPhước Tuy Province,,
1970,Apr 1 – May 31,Operation Patio[3],Covert USAF aerial interdiction,eastern Cambodia,,
1970,Apr 1 – Sep 5,Operation Texas Star[3][9],101st Airborne DivisionandARVN 1st Divisionoperation in theA Shau Valleyculminating in theBattle of Fire Support Base Ripcord. Later phases renamedOperation Jefferson Glenn,A Shau Valley,1728,416
1970,Apr 3 – May 3,Operation Tat Thang 18[3],"ARVN 24th Special Tactical Zone reconnaissance operation using elements of the1st Ranger Groupand 42nd, 45th and 47th Regiments","north ofDak Saeng,Kon Tum Province",,
1970,Apr 7 – 19,Operation Phoi Hop[4][10],"3rd Battalion, Royal Australian Regimentsecurity operation","villages ofHoa Long,Suối Nghê,Duc MyandBình Ba",11,
1970,Apr 14 - 17,Operation Toan Thang 41[3][11],"3rd Brigade,25th Infantry Division, ARVN 49th Regiment,31st, 36th and 52nd Ranger Battalionsand 10th and 18th Armored Cavalry operation against an NVA logistics and rest area","Angel's Wing,Svay Rieng Province, Cambodia",378,
